,bbox_x1,bbox_y1,bbox_x2,bbox_y2,class,fname,labels
6990,53,274,894,641,12,cars_train/06991.jpg,Audi A5 Coupe 2012
6991,39,47,177,118,135,cars_train/06992.jpg,Hyundai Accent Sedan 2012
6992,58,210,899,685,88,cars_train/06993.jpg,Dodge Journey SUV 2012
6993,11,16,324,203,43,cars_train/06994.jpg,Bentley Continental Flying Spur Sedan 2007
6994,187,205,545,369,102,cars_train/06995.jpg,Ferrari 458 Italia Convertible 2012
6995,12,37,255,176,91,cars_train/06996.jpg,Dodge Magnum Wagon 2008
6996,187,113,604,443,36,cars_train/06997.jpg,BMW X3 SUV 2012
6997,54,26,603,455,174,cars_train/06998.jpg,Rolls-Royce Phantom Drophead Coupe Convertible 2012
6998,3,78,450,257,79,cars_train/06999.jpg,Chrysler Crossfire Convertible 2008
6999,22,21,252,174,176,cars_train/07000.jpg,Rolls-Royce Phantom Sedan 2012
7000,22,38,480,274,117,cars_train/07001.jpg,GMC Terrain SUV 2012
7001,6,28,297,157,17,cars_train/07002.jpg,Audi 100 Wagon 1994
7002,213,18,617,280,185,cars_train/07003.jpg,Toyota Sequoia SUV 2012
7003,41,130,475,361,154,cars_train/07004.jpg,Land Rover LR2 SUV 2012
7004,3,108,1333,887,10,cars_train/07005.jpg,Aston Martin Virage Coupe 2012
7005,66,49,551,397,187,cars_train/07006.jpg,Toyota Corolla Sedan 2012
7006,110,69,647,416,129,cars_train/07007.jpg,Hyundai Veloster Hatchback 2012
7007,75,85,1178,780,11,cars_train/07008.jpg,Audi RS 4 Convertible 2008
7008,6,19,399,280,154,cars_train/07009.jpg,Land Rover LR2 SUV 2012
7009,118,112,485,351,119,cars_train/07010.jpg,GMC Yukon Hybrid SUV 2012
7010,46,107,493,270,142,cars_train/07011.jpg,Isuzu Ascender SUV 2008
7011,36,52,553,320,95,cars_train/07012.jpg,Dodge Charger Sedan 2012
7012,168,288,1125,704,166,cars_train/07013.jpg,Mitsubishi Lancer Sedan 2012
7013,38,32,243,167,117,cars_train/07014.jpg,GMC Terrain SUV 2012
7014,37,50,609,402,132,cars_train/07015.jpg,Hyundai Veracruz SUV 2012
7015,34,61,501,361,140,cars_train/07016.jpg,Infiniti G Coupe IPL 2012
7016,12,52,391,231,50,cars_train/07017.jpg,Cadillac CTS-V Sedan 2012
7017,295,292,1234,892,172,cars_train/07018.jpg,Porsche Panamera Sedan 2012
7018,17,87,615,397,68,cars_train/07019.jpg,Chevrolet Silverado 2500HD Regular Cab 2012
7019,346,293,1027,764,88,cars_train/07020.jpg,Dodge Journey SUV 2012
7020,21,48,579,480,94,cars_train/07021.jpg,Dodge Durango SUV 2007
7021,11,64,891,512,27,cars_train/07022.jpg,BMW 1 Series Coupe 2012
7022,1,35,180,156,115,cars_train/07023.jpg,Ford E-Series Wagon Van 2012
7023,55,16,767,500,159,cars_train/07024.jpg,McLaren MP4-12C Coupe 2012
7024,52,25,751,507,0,cars_train/07025.jpg,AM General Hummer SUV 2000
7025,158,67,1147,759,195,cars_train/07026.jpg,smart fortwo Convertible 2012
7026,17,42,258,145,37,cars_train/07027.jpg,BMW Z4 Convertible 2012
7027,17,89,557,310,17,cars_train/07028.jpg,Audi 100 Wagon 1994
7028,1,1,300,95,50,cars_train/07029.jpg,Cadillac CTS-V Sedan 2012
7029,102,291,975,872,96,cars_train/07030.jpg,Dodge Charger SRT-8 2009
7030,159,432,1462,896,27,cars_train/07031.jpg,BMW 1 Series Coupe 2012
7031,45,48,457,314,109,cars_train/07032.jpg,Ford Edge SUV 2012
7032,30,31,440,190,138,cars_train/07033.jpg,Hyundai Elantra Touring Hatchback 2012
7033,53,31,460,330,33,cars_train/07034.jpg,BMW M3 Coupe 2012
7034,22,89,921,629,74,cars_train/07035.jpg,Chevrolet Silverado 1500 Regular Cab 2012
7035,7,94,397,223,71,cars_train/07036.jpg,Chevrolet Monte Carlo Coupe 2007
7036,43,97,591,397,180,cars_train/07037.jpg,Suzuki Aerio Sedan 2007
7037,277,171,578,369,146,cars_train/07038.jpg,Jeep Liberty SUV 2012
7038,29,141,749,397,21,cars_train/07039.jpg,Audi S5 Coupe 2012
7039,129,99,427,249,30,cars_train/07040.jpg,BMW 6 Series Convertible 2007
7040,152,139,432,309,116,cars_train/07041.jpg,Ford Fiesta Sedan 2012
7041,11,78,250,159,174,cars_train/07042.jpg,Rolls-Royce Phantom Drophead Coupe Convertible 2012
7042,3,227,637,452,101,cars_train/07043.jpg,Ferrari California Convertible 2012
7043,57,41,242,151,89,cars_train/07044.jpg,Dodge Dakota Crew Cab 2010
7044,32,49,445,302,29,cars_train/07045.jpg,BMW 3 Series Wagon 2012
7045,77,129,475,316,79,cars_train/07046.jpg,Chrysler Crossfire Convertible 2008
7046,14,18,284,223,70,cars_train/07047.jpg,Chevrolet Express Van 2007
7047,301,239,1239,607,10,cars_train/07048.jpg,Aston Martin Virage Coupe 2012
7048,10,49,576,403,190,cars_train/07049.jpg,Volkswagen Golf Hatchback 1991
7049,29,444,1253,928,3,cars_train/07050.jpg,Acura TL Type-S 2008
7050,69,30,832,582,34,cars_train/07051.jpg,BMW M5 Sedan 2010
7051,50,55,432,261,58,cars_train/07052.jpg,Chevrolet Camaro Convertible 2012
7052,49,34,190,109,15,cars_train/07053.jpg,Audi V8 Sedan 1994
7053,313,460,1399,1150,114,cars_train/07054.jpg,Ford Focus Sedan 2007
7054,59,62,1435,916,165,cars_train/07055.jpg,Mercedes-Benz Sprinter Van 2012
7055,34,134,883,546,34,cars_train/07056.jpg,BMW M5 Sedan 2010
7056,66,339,1756,1429,93,cars_train/07057.jpg,Dodge Durango SUV 2012
7057,202,181,1513,1120,47,cars_train/07058.jpg,Buick Rainier SUV 2007
7058,3,80,638,410,18,cars_train/07059.jpg,Audi TT Hatchback 2011
7059,207,201,533,374,104,cars_train/07060.jpg,Fisker Karma Sedan 2012
7060,55,53,567,269,6,cars_train/07061.jpg,Acura ZDX Hatchback 2012
7061,6,74,471,320,117,cars_train/07062.jpg,GMC Terrain SUV 2012
7062,42,60,265,153,140,cars_train/07063.jpg,Infiniti G Coupe IPL 2012
7063,30,24,232,164,85,cars_train/07064.jpg,Dodge Ram Pickup 3500 Crew Cab 2010
7064,202,121,561,384,115,cars_train/07065.jpg,Ford E-Series Wagon Van 2012
7065,27,207,597,392,193,cars_train/07066.jpg,Volvo 240 Sedan 1993
7066,284,291,1247,732,193,cars_train/07067.jpg,Volvo 240 Sedan 1993
7067,62,288,1215,686,56,cars_train/07068.jpg,Chevrolet Corvette Ron Fellows Edition Z06 2007
7068,17,15,200,126,122,cars_train/07069.jpg,Geo Metro Convertible 1993
7069,107,71,293,216,77,cars_train/07070.jpg,Chrysler Town and Country Minivan 2012
7070,65,101,583,357,122,cars_train/07071.jpg,Geo Metro Convertible 1993
7071,18,77,600,393,126,cars_train/07072.jpg,Honda Odyssey Minivan 2007
7072,55,102,930,676,191,cars_train/07073.jpg,Volkswagen Beetle Hatchback 2012
7073,33,33,605,376,77,cars_train/07074.jpg,Chrysler Town and Country Minivan 2012
7074,15,28,466,313,53,cars_train/07075.jpg,Chevrolet Silverado 1500 Hybrid Crew Cab 2012
7075,2,34,128,81,16,cars_train/07076.jpg,Audi 100 Sedan 1994
7076,29,92,640,386,62,cars_train/07077.jpg,Chevrolet Sonic Sedan 2012
7077,9,214,971,631,139,cars_train/07078.jpg,Hyundai Azera Sedan 2012
7078,20,102,620,407,107,cars_train/07079.jpg,Ford Freestar Minivan 2007
7079,491,252,904,437,151,cars_train/07080.jpg,Lamborghini Gallardo LP 570-4 Superleggera 2012
7080,134,89,787,590,33,cars_train/07081.jpg,BMW M3 Coupe 2012
7081,21,103,459,249,44,cars_train/07082.jpg,Bugatti Veyron 16.4 Convertible 2009
7082,31,22,239,193,105,cars_train/07083.jpg,Ford F-450 Super Duty Crew Cab 2012
7083,17,35,458,256,50,cars_train/07084.jpg,Cadillac CTS-V Sedan 2012
7084,9,21,473,293,67,cars_train/07085.jpg,Chevrolet TrailBlazer SS 2009
7085,6,31,247,175,50,cars_train/07086.jpg,Cadillac CTS-V Sedan 2012
7086,54,128,564,420,85,cars_train/07087.jpg,Dodge Ram Pickup 3500 Crew Cab 2010
7087,41,133,1007,748,146,cars_train/07088.jpg,Jeep Liberty SUV 2012
7088,76,117,443,336,58,cars_train/07089.jpg,Chevrolet Camaro Convertible 2012
7089,8,53,462,252,14,cars_train/07090.jpg,Audi R8 Coupe 2012
7090,75,82,328,204,97,cars_train/07091.jpg,Eagle Talon Hatchback 1998
7091,16,13,600,408,190,cars_train/07092.jpg,Volkswagen Golf Hatchback 1991
7092,19,11,626,445,138,cars_train/07093.jpg,Hyundai Elantra Touring Hatchback 2012
7093,6,22,259,165,155,cars_train/07094.jpg,Lincoln Town Car Sedan 2011
7094,146,264,860,654,106,cars_train/07095.jpg,Ford Mustang Convertible 2007
7095,47,60,530,344,162,cars_train/07096.jpg,Mercedes-Benz SL-Class Coupe 2009
7096,12,30,613,438,70,cars_train/07097.jpg,Chevrolet Express Van 2007
7097,17,67,632,416,106,cars_train/07098.jpg,Ford Mustang Convertible 2007
7098,125,24,882,621,106,cars_train/07099.jpg,Ford Mustang Convertible 2007
7099,33,170,587,374,156,cars_train/07100.jpg,MINI Cooper Roadster Convertible 2012
7100,34,100,454,250,85,cars_train/07101.jpg,Dodge Ram Pickup 3500 Crew Cab 2010
7101,22,111,559,383,184,cars_train/07102.jpg,Tesla Model S Sedan 2012
7102,11,99,427,229,14,cars_train/07103.jpg,Audi R8 Coupe 2012
7103,41,79,593,355,77,cars_train/07104.jpg,Chrysler Town and Country Minivan 2012
7104,54,60,212,169,96,cars_train/07105.jpg,Dodge Charger SRT-8 2009
7105,59,85,572,411,158,cars_train/07106.jpg,Mazda Tribute SUV 2011
7106,91,246,1499,947,96,cars_train/07107.jpg,Dodge Charger SRT-8 2009
7107,42,110,456,292,44,cars_train/07108.jpg,Bugatti Veyron 16.4 Convertible 2009
7108,31,93,774,531,39,cars_train/07109.jpg,Bentley Arnage Sedan 2009
7109,39,59,532,261,59,cars_train/07110.jpg,Chevrolet HHR SS 2010
7110,5,88,500,257,125,cars_train/07111.jpg,Honda Odyssey Minivan 2012
7111,50,145,599,354,49,cars_train/07112.jpg,Buick Enclave SUV 2012
7112,59,57,625,457,167,cars_train/07113.jpg,Nissan Leaf Hatchback 2012
7113,353,314,955,568,143,cars_train/07114.jpg,Jaguar XK XKR 2012
7114,53,60,224,152,21,cars_train/07115.jpg,Audi S5 Coupe 2012
7115,81,189,769,427,56,cars_train/07116.jpg,Chevrolet Corvette Ron Fellows Edition Z06 2007
7116,15,93,417,288,116,cars_train/07117.jpg,Ford Fiesta Sedan 2012
7117,25,54,596,295,10,cars_train/07118.jpg,Aston Martin Virage Coupe 2012
7118,39,149,600,445,32,cars_train/07119.jpg,BMW X6 SUV 2012
7119,31,244,1447,946,80,cars_train/07120.jpg,Chrysler PT Cruiser Convertible 2008
7120,28,34,297,182,2,cars_train/07121.jpg,Acura TL Sedan 2012
7121,9,220,1262,740,59,cars_train/07122.jpg,Chevrolet HHR SS 2010
7122,95,39,322,230,77,cars_train/07123.jpg,Chrysler Town and Country Minivan 2012
7123,7,108,496,262,157,cars_train/07124.jpg,Maybach Landaulet Convertible 2012
7124,109,196,1483,1087,165,cars_train/07125.jpg,Mercedes-Benz Sprinter Van 2012
7125,42,95,404,301,51,cars_train/07126.jpg,Cadillac SRX SUV 2012
7126,36,38,466,201,158,cars_train/07127.jpg,Mazda Tribute SUV 2011
7127,71,115,597,309,103,cars_train/07128.jpg,Ferrari 458 Italia Coupe 2012
7128,24,83,253,176,154,cars_train/07129.jpg,Land Rover LR2 SUV 2012
7129,19,41,375,241,15,cars_train/07130.jpg,Audi V8 Sedan 1994
7130,38,14,225,160,32,cars_train/07131.jpg,BMW X6 SUV 2012
7131,653,379,1373,833,45,cars_train/07132.jpg,Bugatti Veyron 16.4 Coupe 2009
7132,39,168,590,346,172,cars_train/07133.jpg,Porsche Panamera Sedan 2012
7133,42,111,603,367,31,cars_train/07134.jpg,BMW X5 SUV 2007
7134,22,38,297,185,157,cars_train/07135.jpg,Maybach Landaulet Convertible 2012
7135,18,68,579,342,183,cars_train/07136.jpg,Suzuki SX4 Sedan 2012
7136,32,40,247,172,117,cars_train/07137.jpg,GMC Terrain SUV 2012
7137,1,50,299,173,67,cars_train/07138.jpg,Chevrolet TrailBlazer SS 2009
7138,1,20,625,384,63,cars_train/07139.jpg,Chevrolet Express Cargo Van 2007
7139,257,445,1145,808,161,cars_train/07140.jpg,Mercedes-Benz C-Class Sedan 2012
7140,4,50,800,404,159,cars_train/07141.jpg,McLaren MP4-12C Coupe 2012
7141,32,84,569,364,18,cars_train/07142.jpg,Audi TT Hatchback 2011
7142,12,78,741,424,113,cars_train/07143.jpg,Ford F-150 Regular Cab 2007
7143,28,8,498,342,26,cars_train/07144.jpg,BMW 1 Series Convertible 2012
7144,30,102,607,446,148,cars_train/07145.jpg,Jeep Compass SUV 2012
7145,39,47,238,155,28,cars_train/07146.jpg,BMW 3 Series Sedan 2012
7146,55,160,963,663,191,cars_train/07147.jpg,Volkswagen Beetle Hatchback 2012
7147,8,50,475,329,110,cars_train/07148.jpg,Ford Ranger SuperCab 2011
7148,31,21,588,423,177,cars_train/07149.jpg,Scion xD Hatchback 2012
7149,25,77,431,300,61,cars_train/07150.jpg,Chevrolet Tahoe Hybrid SUV 2012
7150,36,60,539,266,175,cars_train/07151.jpg,Rolls-Royce Ghost Sedan 2012
7151,39,160,1019,671,63,cars_train/07152.jpg,Chevrolet Express Cargo Van 2007
7152,25,117,414,251,118,cars_train/07153.jpg,GMC Savana Van 2012
7153,167,54,1066,720,39,cars_train/07154.jpg,Bentley Arnage Sedan 2009
7154,29,88,1457,681,27,cars_train/07155.jpg,BMW 1 Series Coupe 2012
7155,38,30,197,163,107,cars_train/07156.jpg,Ford Freestar Minivan 2007
7156,45,131,276,259,41,cars_train/07157.jpg,Bentley Continental GT Coupe 2012
7157,68,52,661,349,110,cars_train/07158.jpg,Ford Ranger SuperCab 2011
7158,168,376,1929,1098,109,cars_train/07159.jpg,Ford Edge SUV 2012
7159,55,62,607,402,168,cars_train/07160.jpg,Nissan NV Passenger Van 2012
7160,38,194,1175,953,65,cars_train/07161.jpg,Chevrolet Cobalt SS 2010
7161,5,8,199,109,107,cars_train/07162.jpg,Ford Freestar Minivan 2007
7162,134,62,910,652,103,cars_train/07163.jpg,Ferrari 458 Italia Coupe 2012
7163,45,64,940,671,153,cars_train/07164.jpg,Land Rover Range Rover SUV 2012
7164,14,63,419,297,59,cars_train/07165.jpg,Chevrolet HHR SS 2010
7165,39,79,561,410,72,cars_train/07166.jpg,Chevrolet Malibu Sedan 2007
7166,468,144,789,352,57,cars_train/07167.jpg,Chevrolet Traverse SUV 2012
7167,166,247,1480,982,41,cars_train/07168.jpg,Bentley Continental GT Coupe 2012
7168,49,113,463,280,6,cars_train/07169.jpg,Acura ZDX Hatchback 2012
7169,8,37,639,474,84,cars_train/07170.jpg,Dodge Caravan Minivan 1997
7170,282,154,592,336,5,cars_train/07171.jpg,Acura Integra Type R 2001
7171,317,71,1242,937,181,cars_train/07172.jpg,Suzuki Kizashi Sedan 2012
7172,55,214,714,447,28,cars_train/07173.jpg,BMW 3 Series Sedan 2012
7173,63,66,566,299,5,cars_train/07174.jpg,Acura Integra Type R 2001
7174,283,298,1405,979,2,cars_train/07175.jpg,Acura TL Sedan 2012
7175,65,149,766,454,164,cars_train/07176.jpg,Mercedes-Benz S-Class Sedan 2012
7176,90,95,1153,691,192,cars_train/07177.jpg,Volvo C30 Hatchback 2012
7177,102,210,601,419,126,cars_train/07178.jpg,Honda Odyssey Minivan 2007
7178,71,87,591,380,132,cars_train/07179.jpg,Hyundai Veracruz SUV 2012
7179,78,126,965,721,166,cars_train/07180.jpg,Mitsubishi Lancer Sedan 2012
7180,9,68,298,227,135,cars_train/07181.jpg,Hyundai Accent Sedan 2012
7181,17,52,284,156,91,cars_train/07182.jpg,Dodge Magnum Wagon 2008
7182,14,25,467,283,121,cars_train/07183.jpg,GMC Canyon Extended Cab 2012
7183,3,65,233,171,188,cars_train/07184.jpg,Toyota 4Runner SUV 2012
7184,156,143,699,386,150,cars_train/07185.jpg,Lamborghini Aventador Coupe 2012
7185,141,243,913,498,65,cars_train/07186.jpg,Chevrolet Cobalt SS 2010
7186,151,157,865,688,33,cars_train/07187.jpg,BMW M3 Coupe 2012
7187,24,125,384,259,134,cars_train/07188.jpg,Hyundai Elantra Sedan 2007
7188,30,175,376,307,132,cars_train/07189.jpg,Hyundai Veracruz SUV 2012
7189,110,185,832,608,79,cars_train/07190.jpg,Chrysler Crossfire Convertible 2008
7190,62,176,400,330,3,cars_train/07191.jpg,Acura TL Type-S 2008
7191,72,125,595,360,64,cars_train/07192.jpg,Chevrolet Avalanche Crew Cab 2012
7192,542,749,3860,2657,35,cars_train/07193.jpg,BMW M6 Convertible 2010
7193,46,126,208,184,53,cars_train/07194.jpg,Chevrolet Silverado 1500 Hybrid Crew Cab 2012
7194,5,2,216,74,17,cars_train/07195.jpg,Audi 100 Wagon 1994
7195,29,203,637,450,50,cars_train/07196.jpg,Cadillac CTS-V Sedan 2012
7196,8,51,254,140,107,cars_train/07197.jpg,Ford Freestar Minivan 2007
7197,17,34,285,171,103,cars_train/07198.jpg,Ferrari 458 Italia Coupe 2012
7198,63,63,366,213,151,cars_train/07199.jpg,Lamborghini Gallardo LP 570-4 Superleggera 2012
7199,14,64,1013,733,146,cars_train/07200.jpg,Jeep Liberty SUV 2012
7200,98,114,481,367,132,cars_train/07201.jpg,Hyundai Veracruz SUV 2012
7201,217,280,1812,1179,195,cars_train/07202.jpg,smart fortwo Convertible 2012
7202,5,109,468,292,152,cars_train/07203.jpg,Lamborghini Diablo Coupe 2001
7203,100,74,870,596,179,cars_train/07204.jpg,Spyker C8 Coupe 2009
7204,22,43,261,160,71,cars_train/07205.jpg,Chevrolet Monte Carlo Coupe 2007
7205,6,93,281,186,11,cars_train/07206.jpg,Audi RS 4 Convertible 2008
7206,76,15,353,216,141,cars_train/07207.jpg,Infiniti QX56 SUV 2011
7207,86,114,567,391,132,cars_train/07208.jpg,Hyundai Veracruz SUV 2012
7208,15,20,258,178,96,cars_train/07209.jpg,Dodge Charger SRT-8 2009
7209,69,71,249,164,173,cars_train/07210.jpg,Ram C/V Cargo Van Minivan 2012
7210,10,86,584,401,137,cars_train/07211.jpg,Hyundai Sonata Sedan 2012
7211,43,87,978,683,74,cars_train/07212.jpg,Chevrolet Silverado 1500 Regular Cab 2012
7212,68,18,713,439,17,cars_train/07213.jpg,Audi 100 Wagon 1994
7213,2,50,617,488,3,cars_train/07214.jpg,Acura TL Type-S 2008
7214,92,185,398,346,134,cars_train/07215.jpg,Hyundai Elantra Sedan 2007
7215,3,30,217,141,82,cars_train/07216.jpg,Dodge Caliber Wagon 2012
7216,59,291,1005,709,163,cars_train/07217.jpg,Mercedes-Benz E-Class Sedan 2012
7217,75,158,956,588,148,cars_train/07218.jpg,Jeep Compass SUV 2012
7218,27,126,628,417,100,cars_train/07219.jpg,Ferrari FF Coupe 2012
7219,14,158,982,708,163,cars_train/07220.jpg,Mercedes-Benz E-Class Sedan 2012
7220,634,364,1783,907,103,cars_train/07221.jpg,Ferrari 458 Italia Coupe 2012
7221,50,78,579,372,108,cars_train/07222.jpg,Ford Expedition EL SUV 2009
7222,55,71,883,607,148,cars_train/07223.jpg,Jeep Compass SUV 2012
7223,58,50,289,187,108,cars_train/07224.jpg,Ford Expedition EL SUV 2009
7224,120,105,1211,766,167,cars_train/07225.jpg,Nissan Leaf Hatchback 2012
7225,51,61,595,357,84,cars_train/07226.jpg,Dodge Caravan Minivan 1997
7226,95,67,663,370,144,cars_train/07227.jpg,Jeep Patriot SUV 2012
7227,20,43,490,294,33,cars_train/07228.jpg,BMW M3 Coupe 2012
7228,86,118,851,568,88,cars_train/07229.jpg,Dodge Journey SUV 2012
7229,8,24,259,166,128,cars_train/07230.jpg,Honda Accord Sedan 2012
7230,49,325,1261,1081,172,cars_train/07231.jpg,Porsche Panamera Sedan 2012
7231,8,56,399,268,45,cars_train/07232.jpg,Bugatti Veyron 16.4 Coupe 2009
7232,156,97,902,511,46,cars_train/07233.jpg,Buick Regal GS 2012
7233,23,51,577,383,168,cars_train/07234.jpg,Nissan NV Passenger Van 2012
7234,105,147,575,331,63,cars_train/07235.jpg,Chevrolet Express Cargo Van 2007
7235,12,48,481,366,46,cars_train/07236.jpg,Buick Regal GS 2012
7236,91,95,607,428,63,cars_train/07237.jpg,Chevrolet Express Cargo Van 2007
7237,9,7,293,196,47,cars_train/07238.jpg,Buick Rainier SUV 2007
7238,324,334,1115,772,111,cars_train/07239.jpg,Ford GT Coupe 2006
7239,16,51,474,275,114,cars_train/07240.jpg,Ford Focus Sedan 2007
7240,277,513,1160,833,11,cars_train/07241.jpg,Audi RS 4 Convertible 2008
7241,60,240,1201,656,91,cars_train/07242.jpg,Dodge Magnum Wagon 2008
7242,42,96,443,291,99,cars_train/07243.jpg,FIAT 500 Convertible 2012
7243,100,58,510,294,93,cars_train/07244.jpg,Dodge Durango SUV 2012
7244,8,28,253,178,73,cars_train/07245.jpg,Chevrolet Silverado 1500 Extended Cab 2012
7245,108,44,562,353,168,cars_train/07246.jpg,Nissan NV Passenger Van 2012
7246,13,129,593,480,82,cars_train/07247.jpg,Dodge Caliber Wagon 2012
7247,67,111,596,438,93,cars_train/07248.jpg,Dodge Durango SUV 2012
7248,47,74,581,425,88,cars_train/07249.jpg,Dodge Journey SUV 2012
7249,41,128,915,577,132,cars_train/07250.jpg,Hyundai Veracruz SUV 2012
7250,75,198,816,627,166,cars_train/07251.jpg,Mitsubishi Lancer Sedan 2012
7251,16,62,470,253,30,cars_train/07252.jpg,BMW 6 Series Convertible 2007
7252,83,85,567,429,98,cars_train/07253.jpg,FIAT 500 Abarth 2012
7253,278,313,1356,852,65,cars_train/07254.jpg,Chevrolet Cobalt SS 2010
7254,54,153,748,477,158,cars_train/07255.jpg,Mazda Tribute SUV 2011
7255,13,67,219,177,68,cars_train/07256.jpg,Chevrolet Silverado 2500HD Regular Cab 2012
7256,24,17,236,183,64,cars_train/07257.jpg,Chevrolet Avalanche Crew Cab 2012
7257,52,122,552,365,23,cars_train/07258.jpg,Audi S4 Sedan 2007
7258,61,224,953,582,187,cars_train/07259.jpg,Toyota Corolla Sedan 2012
7259,35,57,239,183,89,cars_train/07260.jpg,Dodge Dakota Crew Cab 2010
7260,20,13,416,257,61,cars_train/07261.jpg,Chevrolet Tahoe Hybrid SUV 2012
7261,16,1,271,182,27,cars_train/07262.jpg,BMW 1 Series Coupe 2012
7262,36,56,620,433,31,cars_train/07263.jpg,BMW X5 SUV 2007
7263,33,63,612,434,80,cars_train/07264.jpg,Chrysler PT Cruiser Convertible 2008
7264,128,241,1248,636,55,cars_train/07265.jpg,Chevrolet Corvette ZR1 2012
7265,18,39,247,164,120,cars_train/07266.jpg,GMC Acadia SUV 2012
7266,25,89,603,480,80,cars_train/07267.jpg,Chrysler PT Cruiser Convertible 2008
7267,12,95,612,324,134,cars_train/07268.jpg,Hyundai Elantra Sedan 2007
7268,79,109,554,360,29,cars_train/07269.jpg,BMW 3 Series Wagon 2012
7269,1,2,259,190,106,cars_train/07270.jpg,Ford Mustang Convertible 2007
7270,1,77,480,275,123,cars_train/07271.jpg,HUMMER H3T Crew Cab 2010
7271,40,29,567,368,175,cars_train/07272.jpg,Rolls-Royce Ghost Sedan 2012
7272,22,23,376,244,15,cars_train/07273.jpg,Audi V8 Sedan 1994
7273,9,42,632,456,145,cars_train/07274.jpg,Jeep Wrangler SUV 2012
7274,19,211,1525,893,190,cars_train/07275.jpg,Volkswagen Golf Hatchback 1991
7275,21,55,444,320,58,cars_train/07276.jpg,Chevrolet Camaro Convertible 2012
7276,70,127,379,264,38,cars_train/07277.jpg,Bentley Continental Supersports Conv. Convertible 2012
7277,34,68,232,145,7,cars_train/07278.jpg,Aston Martin V8 Vantage Convertible 2012
7278,1,13,113,83,0,cars_train/07279.jpg,AM General Hummer SUV 2000
7279,31,8,616,301,186,cars_train/07280.jpg,Toyota Camry Sedan 2012
7280,227,308,1135,633,149,cars_train/07281.jpg,Lamborghini Reventon Coupe 2008
7281,72,68,544,272,168,cars_train/07282.jpg,Nissan NV Passenger Van 2012
7282,108,95,621,392,81,cars_train/07283.jpg,Daewoo Nubira Wagon 2002
7283,13,1,629,480,126,cars_train/07284.jpg,Honda Odyssey Minivan 2007
7284,26,143,496,352,40,cars_train/07285.jpg,Bentley Mulsanne Sedan 2011
7285,13,63,305,179,34,cars_train/07286.jpg,BMW M5 Sedan 2010
7286,84,155,890,644,131,cars_train/07287.jpg,Hyundai Tucson SUV 2012
7287,27,62,519,298,185,cars_train/07288.jpg,Toyota Sequoia SUV 2012
7288,62,57,575,435,167,cars_train/07289.jpg,Nissan Leaf Hatchback 2012
7289,15,111,271,272,0,cars_train/07290.jpg,AM General Hummer SUV 2000
7290,31,31,1543,1018,98,cars_train/07291.jpg,FIAT 500 Abarth 2012
7291,26,53,474,293,32,cars_train/07292.jpg,BMW X6 SUV 2012
7292,66,160,878,654,146,cars_train/07293.jpg,Jeep Liberty SUV 2012
7293,150,486,2007,1887,145,cars_train/07294.jpg,Jeep Wrangler SUV 2012
7294,376,206,955,540,22,cars_train/07295.jpg,Audi S4 Sedan 2012
7295,53,1,396,347,44,cars_train/07296.jpg,Bugatti Veyron 16.4 Convertible 2009
7296,1,78,638,399,88,cars_train/07297.jpg,Dodge Journey SUV 2012
7297,28,144,464,356,116,cars_train/07298.jpg,Ford Fiesta Sedan 2012
7298,30,89,997,717,131,cars_train/07299.jpg,Hyundai Tucson SUV 2012
7299,61,206,996,621,121,cars_train/07300.jpg,GMC Canyon Extended Cab 2012
7300,88,172,971,718,182,cars_train/07301.jpg,Suzuki SX4 Hatchback 2012
7301,91,301,1013,656,62,cars_train/07302.jpg,Chevrolet Sonic Sedan 2012
7302,23,102,623,440,124,cars_train/07303.jpg,HUMMER H2 SUT Crew Cab 2009
7303,29,1,491,381,179,cars_train/07304.jpg,Spyker C8 Coupe 2009
7304,3,10,602,385,175,cars_train/07305.jpg,Rolls-Royce Ghost Sedan 2012
7305,24,21,575,317,177,cars_train/07306.jpg,Scion xD Hatchback 2012
7306,35,119,874,538,11,cars_train/07307.jpg,Audi RS 4 Convertible 2008
7307,25,40,269,209,31,cars_train/07308.jpg,BMW X5 SUV 2007
7308,141,144,686,365,141,cars_train/07309.jpg,Infiniti QX56 SUV 2011
7309,26,30,271,111,79,cars_train/07310.jpg,Chrysler Crossfire Convertible 2008
7310,10,1,292,213,31,cars_train/07311.jpg,BMW X5 SUV 2007
7311,3,31,299,180,18,cars_train/07312.jpg,Audi TT Hatchback 2011
7312,49,61,574,349,18,cars_train/07313.jpg,Audi TT Hatchback 2011
7313,68,96,583,372,164,cars_train/07314.jpg,Mercedes-Benz S-Class Sedan 2012
7314,8,5,204,117,122,cars_train/07315.jpg,Geo Metro Convertible 1993
7315,14,41,244,146,124,cars_train/07316.jpg,HUMMER H2 SUT Crew Cab 2009
7316,8,73,416,284,94,cars_train/07317.jpg,Dodge Durango SUV 2007
7317,112,162,846,617,146,cars_train/07318.jpg,Jeep Liberty SUV 2012
7318,33,87,470,296,136,cars_train/07319.jpg,Hyundai Genesis Sedan 2012
7319,80,38,546,315,75,cars_train/07320.jpg,Chrysler Aspen SUV 2009
7320,44,102,426,311,68,cars_train/07321.jpg,Chevrolet Silverado 2500HD Regular Cab 2012
7321,96,146,570,354,125,cars_train/07322.jpg,Honda Odyssey Minivan 2012
